date,war_event,terrorism_event,cyber_attack_event,political_instability_event,news_severity,tanker_movements,shipping_delays,blocked_routes,vessel_congestion,country_sanctions,supplier_sanctions,export_restrictions,import_restrictions,crude_price,daily_change,volatility,news_severity_raw,tanker_movements_raw,shipping_delays_raw,vessel_congestion_raw,country_sanctions_raw,supplier_sanctions_raw,crude_price_raw,daily_change_raw,volatility_raw,Conflict Score,Shipping Delay Ratio,Sanction Exposure,Oil Price Change %,Risk Frequency,Historical Incident Count,risk_score,risk_level
2026-03-20,0,0,0,1,0.3429492201369574,-0.00618572187261069,0.19306772922070706,1,0.12507745079262328,0.18296738177557792,0.30605815558890703,1,0,0.22511384231151124,0.024622676568216116,0.13430028996895904,7.14,21,13,5.84,20,38,113.52,6.6,6.01,14.28,0.619047324263179,63.0,6.172838928840354,3.4285714285714284,46,52,MEDIUM
2026-03-21,0,0,0,1,0.22879380183506406,0.13127476418539943,0.3180306607551453,1,0.23881376614055316,0.271357421280688,0.12495865524044135,1,0,0.2526075003604926,0.026666052217030885,0.152578655395153,6.75,22,14,6.19,21,35,114.17,6.61,6.07,13.5,0.6363633471075695,61.0,6.145406643231067,3.2857142857142856,49,46,MEDIUM
2026-03-22,0,0,0,1,0.1995231817576556,-0.00618572187261069,0.3180306607551453,1,0.2095672850510853,0.006187302765357732,0.3664246557050623,1,0,0.17689419588714428,0.06549018954450882,0.43284692526345797,6.65,21,14,6.1,18,39,112.38,6.8,6.99,13.3,0.6666663492065004,62.0,6.4406131425825786,3.2857142857142856,52,53,MEDIUM
2026-03-23,0,0,0,1,0.38392808824532954,-0.14364620793062083,0.3180306607551453,1,0.21606650307096714,0.3597474607857981,0.30605815558890703,1,0,0.13036646688117645,0.19013610412220153,0.2226457228622291,7.28,20,14,6.12,22,38,111.28,7.41,6.3,14.56,0.699999650000175,65.0,7.133916709933887,3.2857142857142856,55,53,MEDIUM
2026-03-24,0,0,0,1,0.4336881423769241,-0.281106693988631,0.3180306607551453,1,0.04058761653416128,0.09457734227046782,0.18532515535659658,1,0,0.08679959335740628,0.047099808705177146,0.33231591541939204,7.45,19,14,5.58,19,36,110.25,6.71,6.66,14.9,0.7368417174517277,60.0,6.480586586769693,3.142857142857143,58,56,MEDIUM
2026-03-25,0,0,0,1,0.2756267939589178,-0.14364620793062083,0.3180306607551453,1,0.2940571193095476,0.18296738177557792,0.4267911558212175,1,0,0.20904062683672245,0.10022757557435757,0.1403930784443571,6.91,20,14,6.36,20,40,113.14,6.97,6.03,13.82,0.699999650000175,65.0,6.5649423975753605,3.142857142857143,61,51,MEDIUM
2026-03-26,0,0,0,1,0.3575845301756619,-0.41856718004664106,0.3180306607551453,1,0.08608214267333306,0.09457734227046782,0.30605815558890703,1,0,0.2682577364806821,0.1656155963364259,0.32317673270629504,7.19,18,14,5.72,19,38,114.54,7.29,6.63,14.38,0.7777773456792524,62.0,6.797202163431034,3.0,64,51,MEDIUM
2026-03-27,0,0,0,1,0.42197989434596067,0.13127476418539943,0.19306772922070706,1,0.15757354089203193,0.18296738177557792,0.3664246557050623,1,0,0.24372493391389838,0.018492549621772346,0.18304259777214257,7.41,22,13,5.94,20,39,113.96,6.57,6.17,14.82,0.5909088223141716,64.0,6.117887501826288,3.0,67,51,MEDIUM
2026-03-28,0,0,1,1,0.3575845301756619,-0.41856718004664106,0.3180306607551453,1,0.02758918049439787,0.271357421280688,0.30605815558890703,1,0,0.2115785029643208,0.19626623106864546,0.28357360761620853,7.19,18,14,5.54,21,38,113.2,7.44,6.5,25.165000000000003,0.7777773456792524,64.0,7.034795098827998,3.142857142857143,71,55,MEDIUM
2026-03-29,0,0,1,1,0.3692927782066253,-0.41856718004664106,0.3180306607551453,1,0.28105868326978417,0.3597474607857981,0.3664246557050623,1,0,0.1870457003975377,0.010319047026513805,0.2013209631983365,7.23,18,14,6.32,22,39,112.62,6.53,6.23,25.305,0.7777773456792524,66.0,6.155150706461429,3.2857142857142856,75,54,MEDIUM
2026-03-30,0,0,0,1,0.3780739642298477,0.13127476418539943,0.19306772922070706,1,0.21931611208090793,0.18296738177557792,0.18532515535659658,1,0,0.07834000626541196,0.1104444538184307,0.2652952421900148,7.26,22,13,6.13,20,36,110.05,7.02,6.44,14.52,0.5909088223141716,61.0,6.813548790299059,3.2857142857142856,78,51,MEDIUM
2026-03-31,0,0,1,1,0.4395422663924057,-0.281106693988631,0.19306772922070706,1,0.14782471386220933,0.006187302765357732,0.48715765593737276,1,0,0.15320735202956043,0.08796732168146985,0.22873851133762718,7.47,19,13,5.91,18,41,111.82,6.91,6.32,26.145,0.6842101662051757,64.0,6.586597408579029,3.4285714285714284,82,54,MEDIUM
2026-04-01,0,0,1,1,0.2405020498660275,-0.14364620793062083,0.19306772922070706,1,0.11857823277274172,0.271357421280688,0.12495865524044135,1,0,0.2737564680904781,0.16970234763405506,0.29880557880470326,6.79,20,13,5.82,21,35,114.67,7.31,6.55,23.765,0.6499996750001625,61.0,6.8088667279371515,3.5714285714285716,86,53,MEDIUM
2026-04-02,0,0,1,1,0.40734458430725645,-0.41856718004664106,0.06810479768626883,1,0.18357041297155846,0.271357421280688,0.30605815558890703,1,0,0.24330195455929904,0.004188920080069855,0.39629019441107033,7.36,18,12,6.02,21,38,113.95,6.5,6.87,25.76,0.6666662962965021,64.0,6.049324704576574,3.7142857142857144,90,57,MEDIUM
2026-04-03,0,0,1,1,0.3400221581292166,-0.00618572187261069,0.06810479768626883,1,0.024339571484457093,0.18296738177557792,0.30605815558890703,1,0,0.22680575972991032,0.04505643305636256,0.29880557880470326,7.13,21,12,5.53,20,38,113.56,6.7,6.55,24.955,0.5714282993198575,63.0,6.269885245191349,3.857142857142857,94,52,MEDIUM
2026-04-04,0,0,0,1,0.36343865419114346,-0.41856718004664106,0.19306772922070706,1,0.3233036003990152,0.09457734227046782,0.48715765593737276,1,0,0.11260133398798855,0.006232295728884445,0.25615605947691783,7.21,18,13,6.45,19,41,110.86,6.51,6.41,14.42,0.7222218209878772,65.0,6.238619430894161,3.7142857142857144,97,52,MEDIUM
2026-04-05,0,0,0,1,0.30197035202858546,-0.281106693988631,0.19306772922070706,1,0.1933192400013811,0.271357421280688,0.30605815558890703,1,0,0.21580829651031766,0.10840107816961611,0.21350654014913212,7.0,19,13,6.05,21,38,113.3,7.01,6.27,14.0,0.6842101662051757,64.0,6.595163552999948,3.5714285714285716,100,51,MEDIUM
2026-04-06,0,0,1,1,0.21123142978861903,-0.00618572187261069,0.19306772922070706,1,0.31680438237913333,0.006187302765357732,0.24569165547275182,1,0,0.18619974168833786,0.15744209374116735,0.17390341505904558,6.69,21,13,6.43,18,37,112.6,7.25,6.14,23.415000000000003,0.619047324263179,60.0,6.88182184320628,3.7142857142857144,104,48,MEDIUM
2026-04-07,0,0,1,1,0.39563633627629297,-0.281106693988631,0.19306772922070706,1,0.1900696309914403,0.271357421280688,0.48715765593737276,1,0,0.10583366431439334,0.06549018954450882,0.3109911557554992,7.32,19,13,6.04,21,41,110.7,6.8,6.59,25.62,0.6842101662051757,67.0,6.544753941794615,3.7142857142857144,108,55,MEDIUM
2026-04-08,0,0,1,1,0.25221029789699095,-0.281106693988631,0.3180306607551453,1,0.1380758868323867,0.09457734227046782,0.4267911558212175,1,0,0.22765171843910958,0.0818371947350259,0.41456855983726404,6.83,19,14,5.88,19,40,113.58,6.88,6.93,23.905,0.7368417174517277,64.0,6.4479844003763445,3.7142857142857144,112,55,MEDIUM
2026-04-09,0,0,1,1,0.1673254996725061,-0.281106693988631,0.19306772922070706,1,0.32655320940895594,0.271357421280688,0.4267911558212175,1,0,0.2229989455385128,0.14926859114590882,0.3780118289848764,6.54,19,13,6.46,21,40,113.47,7.21,6.81,22.89,0.6842101662051757,66.0,6.785243103214464,3.7142857142857144,116,54,MEDIUM
2026-04-10,0,0,0,1,0.30197035202858546,0.13127476418539943,0.19306772922070706,1,0.021089962474516024,0.271357421280688,0.12495865524044135,1,0,0.1836618655607401,0.18196260152694296,0.39629019441107033,7.0,22,13,5.52,21,35,112.54,7.37,6.87,14.0,0.5909088223141716,61.0,7.007701149785952,3.5714285714285716,119,53,MEDIUM
2026-04-11,0,0,0,1,0.2756267939589178,0.13127476418539943,0.3180306607551453,1,0.14457510485226854,0.18296738177557792,0.24569165547275182,1,0,0.20015806039012882,0.034839554812289425,0.27443442490311154,6.91,22,14,5.9,20,37,112.93,6.65,6.47,13.82,0.6363633471075695,62.0,6.25705624227924,3.5714285714285716,122,49,MEDIUM
2026-04-12,0,0,0,1,0.4044175222995154,-0.00618572187261069,0.3180306607551453,1,0.02758918049439787,0.18296738177557792,0.4267911558212175,1,0,0.25006962423289425,0.1799192258781284,0.24701687676382086,7.35,21,14,5.54,20,40,114.11,7.36,6.38,14.7,0.6666663492065004,65.0,6.894612937272793,3.5714285714285716,125,52,MEDIUM
2026-04-13,0,0,0,1,0.2229396778195825,-0.41856718004664106,0.3180306607551453,1,0.24206337515049395,0.006187302765357732,0.30605815558890703,1,0,0.20777168877292326,0.06344681389569423,0.2013209631983365,6.73,18,14,6.2,18,38,113.11,6.79,6.23,13.46,0.7777773456792524,61.0,6.386380136721207,3.4285714285714284,128,51,MEDIUM
2026-04-14,0,0,0,1,0.28440797998214046,-0.14364620793062083,0.19306772922070706,1,0.15432393188209087,0.006187302765357732,0.24569165547275182,1,0,0.2098865855459217,0.18809272847338693,0.14648586691975493,6.94,20,13,5.93,18,37,113.16,7.4,6.05,13.88,0.6499996750001625,60.0,6.996973619802041,3.2857142857142856,131,49,MEDIUM
2026-04-15,0,0,0,1,0.3107515380518081,-0.00618572187261069,0.3180306607551453,1,0.2355641571306121,0.006187302765357732,0.3664246557050623,1,0,0.17774015459634412,0.1656155963364259,0.18304259777214257,7.03,21,14,6.18,18,39,112.4,7.29,6.17,14.06,0.6666663492065004,62.0,6.935590625478963,3.142857142857143,134,51,MEDIUM
2026-04-16,0,0,1,1,0.42197989434596067,-0.41856718004664106,0.19306772922070706,1,0.307055555349311,0.18296738177557792,0.4267911558212175,1,0,0.07030339852801758,0.09818419992554298,0.20741375167373433,7.41,18,13,6.4,20,40,109.86,6.96,6.25,25.935000000000002,0.7222218209878772,65.0,6.763847739179034,3.142857142857143,138,54,MEDIUM
2026-04-17,0,0,0,1,0.17610668569572874,-0.14364620793062083,0.19306772922070706,1,0.2908075102996065,0.271357421280688,0.4267911558212175,1,0,0.2737564680904781,0.2064831093127186,0.2226457228622291,6.57,20,13,6.35,21,40,114.67,7.49,6.3,13.14,0.6499996750001625,66.0,6.988243423377176,3.142857142857143,141,57,MEDIUM
2026-04-18,0,0,0,1,0.4483234524156283,-0.14364620793062083,0.3180306607551453,1,0.11207901475285988,0.18296738177557792,0.3664246557050623,1,0,0.2504926035874942,0.026666052217030885,0.24701687676382086,7.5,20,14,5.8,20,39,114.12,6.61,6.38,15.0,0.699999650000175,64.0,6.148264705770188,3.142857142857143,144,52,MEDIUM
2026-04-19,0,0,1,1,0.23464792585054564,-0.00618572187261069,0.19306772922070706,1,0.26806024723002075,0.006187302765357732,0.3664246557050623,1,0,0.17774015459634412,0.14518183984827965,0.3566870693209838,6.77,21,13,6.28,18,39,112.4,7.19,6.74,23.695,0.619047324263179,62.0,6.83395049577507,3.2857142857142856,148,54,MEDIUM
2026-04-20,0,0,0,1,0.334168034113735,-0.41856718004664106,0.3180306607551453,1,0.22581533010078977,0.09457734227046782,0.4267911558212175,1,0,0.1231758178529813,0.13496496160420632,0.3201303384685962,7.11,18,14,6.15,19,40,111.11,7.14,6.62,14.22,0.7777773456792524,64.0,6.867364925712713,3.2857142857142856,151,53,MEDIUM
2026-04-21,0,0,1,1,0.3868551502530703,-0.00618572187261069,0.06810479768626883,1,0.0795829246534515,0.18296738177557792,0.24569165547275182,1,0,0.042386761124436866,0.07775044343739672,0.17085702082134668,7.29,21,12,5.7,20,37,109.2,6.86,6.13,25.515,0.5714282993198575,62.0,6.703145719841146,3.4285714285714284,155,47,MEDIUM
2026-04-22,0,0,1,1,0.3107515380518081,-0.14364620793062083,0.3180306607551453,1,0.29730672831948834,0.271357421280688,0.48715765593737276,1,0,0.2657198603530837,0.17378909893168443,0.21046014591143322,7.03,20,14,6.37,21,41,114.48,7.33,6.26,24.605,0.699999650000175,67.0,6.840876636409086,3.5714285714285716,159,54,MEDIUM
2026-04-23,0,0,0,1,0.2931891660053628,0.13127476418539943,0.19306772922070706,1,0.04383722554410206,0.271357421280688,0.48715765593737276,1,0,0.05296124498942961,0.15744209374116735,0.2013209631983365,6.97,22,13,5.59,21,41,109.45,7.25,6.23,13.94,0.5909088223141716,67.0,7.093932769673897,3.4285714285714284,162,53,MEDIUM
2026-04-24,0,0,1,1,0.15854431364928342,-0.00618572187261069,0.3180306607551453,1,0.3200539913890744,0.18296738177557792,0.3664246557050623,1,0,0.17012652621354907,0.09614082427672839,0.3353623096570909,6.51,21,14,6.44,20,39,112.22,6.95,6.67,22.785,0.6666663492065004,64.0,6.602070238237842,3.5714285714285716,166,59,MEDIUM
2026-04-25,0,0,0,1,0.35173040616018003,-0.281106693988631,0.3180306607551453,1,0.03408839851427943,0.18296738177557792,0.3664246557050623,1,0,0.15363033138416035,0.13087821030657715,0.4176149540749632,7.17,19,14,5.56,20,39,111.83,7.12,6.94,14.34,0.7368417174517277,64.0,6.799731945398535,3.5714285714285716,169,53,MEDIUM
2026-04-26,0,0,1,1,0.42197989434596067,-0.00618572187261069,0.06810479768626883,1,0.04708683455404284,0.006187302765357732,0.24569165547275182,1,0,0.11048643721499013,0.08796732168146985,0.17390341505904558,7.41,21,12,5.6,18,37,110.81,6.91,6.14,25.935000000000002,0.5714282993198575,60.0,6.6506249614412924,3.5714285714285716,173,52,MEDIUM
2026-04-27,0,0,0,1,0.26977266994343596,0.13127476418539943,0.3180306607551453,1,0.2518122021803166,0.3597474607857981,0.30605815558890703,1,0,0.128251570108178,0.19830960671746006,0.3445014923701879,6.89,22,14,6.23,22,38,111.23,7.45,6.7,13.78,0.6363633471075695,65.0,7.178646446459197,3.5714285714285716,176,53,MEDIUM
2026-04-28,0,0,1,1,0.34587628214469845,-0.14364620793062083,0.06810479768626883,1,0.15757354089203193,0.18296738177557792,0.12495865524044135,1,0,0.24541685133229746,0.13087821030657715,0.4176149540749632,7.15,20,12,5.94,20,35,114.0,7.12,6.94,25.025000000000002,0.59999970000015,60.0,6.661676023421031,3.5714285714285716,180,52,MEDIUM
2026-04-29,0,0,0,1,0.40734458430725645,-0.00618572187261069,0.19306772922070706,1,0.07633331564351072,0.18296738177557792,0.12495865524044135,1,0,0.0593059353084249,0.14518183984827965,0.2957591845670044,7.36,21,13,5.69,20,35,109.6,7.19,6.54,14.72,0.619047324263179,60.0,7.020798064564198,3.4285714285714284,183,55,MEDIUM
2026-04-30,0,0,0,1,0.4336881423769241,-0.41856718004664106,0.19306772922070706,1,0.0925813606932149,0.3597474607857981,0.12495865524044135,1,0,0.24330195455929904,0.022579300919401527,0.19522817472293844,7.45,18,13,5.74,22,35,113.95,6.59,6.21,14.9,0.7222218209878772,62.0,6.138225955828432,3.4285714285714284,186,53,MEDIUM
2026-05-01,0,0,0,1,0.3868551502530703,-0.281106693988631,0.19306772922070706,1,0.2648106382200797,0.3597474607857981,0.18532515535659658,1,0,0.08595363464820703,0.17378909893168443,0.29880557880470326,7.29,19,13,6.27,22,36,110.23,7.33,6.55,14.58,0.6842101662051757,63.0,7.123420104623896,3.2857142857142856,189,54,MEDIUM
2026-05-02,0,0,0,1,0.2375749878582867,-0.41856718004664106,0.06810479768626883,1,0.017840353464575243,0.09457734227046782,0.12495865524044135,1,0,0.2834849932462716,0.2064831093127186,0.2957591845670044,6.78,18,12,5.51,19,35,114.9,7.49,6.54,13.56,0.6666662962965021,59.0,6.9732793060907445,3.2857142857142856,192,50,MEDIUM
2026-05-03,0,0,0,1,0.32831391009825317,-0.41856718004664106,0.3180306607551453,1,0.03408839851427943,0.271357421280688,0.3664246557050623,1,0,0.03773398822384008,0.05936006259806487,0.17085702082134668,7.09,18,14,5.56,21,39,109.09,6.77,6.13,14.18,0.7777773456792524,65.0,6.616496616839656,3.142857142857143,195,56,MEDIUM
2026-05-04,0,0,1,1,0.38392808824532954,0.13127476418539943,0.19306772922070706,1,0.1640727589119135,0.3597474607857981,0.12495865524044135,1,0,0.16420481524915312,0.026666052217030885,0.28357360761620853,7.28,22,13,5.96,22,35,112.08,6.61,6.5,25.48,0.5909088223141716,62.0,6.267184387296446,3.2857142857142856,199,50,MEDIUM
2026-05-05,0,0,0,1,0.17317962368798767,-0.00618572187261069,0.06810479768626883,1,0.307055555349311,0.271357421280688,0.4267911558212175,1,0,0.15532224880255946,0.08592394603265525,0.34145509813248903,6.56,21,12,6.4,21,40,111.87,6.9,6.69,13.12,0.5714282993198575,66.0,6.57330603283738,3.142857142857143,202,54,MEDIUM
2026-05-06,0,0,1,1,0.334168034113735,-0.14364620793062083,0.19306772922070706,1,0.3363020364387786,0.3597474607857981,0.4267911558212175,1,0,0.050423368861831255,0.06140343824687964,0.32317673270629504,7.11,20,13,6.49,22,40,109.39,6.78,6.63,24.885,0.6499996750001625,67.0,6.607542480504583,3.2857142857142856,206,59,MEDIUM
2026-05-07,0,0,1,1,0.28733504198988125,-0.281106693988631,0.19306772922070706,1,0.16082314990197272,0.3597474607857981,0.4267911558212175,1,0,0.18746867975213702,0.024622676568216116,0.3445014923701879,6.95,19,13,5.95,22,40,112.63,6.6,6.7,24.325,0.6842101662051757,67.0,6.22465281291589,3.4285714285714284,210,52,MEDIUM
2026-05-08,0,0,0,1,0.2756267939589178,-0.14364620793062083,0.3180306607551453,1,0.09583096970315569,0.18296738177557792,0.30605815558890703,1,0,0.24372493391389838,0.08592394603265525,0.3536406750832849,6.91,20,14,5.75,20,38,113.96,6.9,6.73,13.82,0.699999650000175,63.0,6.444983519056276,3.4285714285714284,213,52,MEDIUM
2026-05-09,0,0,0,1,0.3575845301756619,-0.14364620793062083,0.06810479768626883,1,0.19656884901132188,0.271357421280688,0.12495865524044135,1,0,0.15447629009335961,0.022579300919401527,0.1586714438705508,7.19,20,12,6.06,21,35,111.85,6.59,6.09,14.38,0.59999970000015,61.0,6.260687225851489,3.4285714285714284,216,51,MEDIUM
2026-05-10,0,0,1,1,0.35173040616018003,-0.41856718004664106,0.19306772922070706,1,0.2095672850510853,0.271357421280688,0.48715765593737276,1,0,0.1379800952639709,0.18196260152694296,0.4176149540749632,7.17,18,13,6.1,21,41,111.46,7.37,6.94,25.095,0.7222218209878772,67.0,7.080410502410367,3.5714285714285716,220,54,MEDIUM
2026-05-11,0,0,1,1,0.1848878717189511,0.13127476418539943,0.19306772922070706,1,0.05033644356398391,0.006187302765357732,0.24569165547275182,1,0,0.1625128978307546,0.034839554812289425,0.2774808191408107,6.6,22,13,5.61,18,37,112.04,6.65,6.48,23.099999999999998,0.5909088223141716,60.0,6.309895975908912,3.5714285714285716,224,49,MEDIUM
2026-05-12,0,0,1,1,0.3224597860827716,0.13127476418539943,0.06810479768626883,1,0.21281689406102636,0.3597474607857981,0.3664246557050623,1,0,0.23864918165870225,0.17787585022931363,0.4267541367880599,7.07,22,12,6.11,22,39,113.84,7.35,6.97,24.745,0.5454542975207739,66.0,6.90205588298846,3.7142857142857144,228,55,MEDIUM
2026-05-13,1,1,1,1,0.8961639395999792,-1.2433300963947018,0.9428453184273364,1,1.1941988150631628,1.0668677768266788,0.7286236564019937,1,1,0.9420638483580195,1.3425999700536548,1.3010692830076636,9.03,12,19,9.13,30,45,130.47,13.05,9.84,76.755,1.5833320138899885,85.0,11.113948976839637,4.142857142857143,235,77,HIGH
2026-05-14,1,1,1,1,0.9078721876309429,-0.9684091242786816,1.192771181496213,1,1.122707416844464,1.3320378953420091,0.9097231567504593,1,1,1.337549544908748,1.514243524554084,0.795367839549635,9.07,14,21,8.91,33,48,139.82,13.89,8.18,77.095,1.499998928572194,91.0,11.029936390857113,4.571428571428571,242,80,HIGH
2026-05-15,1,0,1,1,0.9956840478631683,-1.2433300963947018,0.9428453184273364,1,1.317683957440915,0.7133076188062385,0.7286236564019937,1,1,1.32105335007936,1.3548602239465424,1.087821686368736,9.37,12,19,9.51,26,45,139.43,13.11,9.14,60.904999999999994,1.5833320138899885,81.0,10.378403231602022,5.0,248,65,HIGH
2026-05-16,1,0,1,1,1.0834959080953943,-1.1058696103366916,0.9428453184273364,1,1.317683957440915,1.243647855836899,1.090822657098925,1,1,0.9407949102942204,1.2608649441010695,1.0360329843278537,9.67,13,19,9.51,32,51,130.44,12.65,8.97,62.855,1.4615373372789713,93.0,10.739450654601354,5.428571428571429,254,90,HIGH
2026-05-17,1,0,1,1,0.9898299238476868,-1.1058696103366916,0.8178823868928982,1,0.9699757933772439,1.3320378953420091,1.332288657563546,1,1,0.8045955581131138,1.2731251979939573,1.1030536575572305,9.35,13,18,8.44,33,55,127.22,12.71,9.19,60.775,1.3846143195274465,98.0,11.099466326131664,5.714285714285714,260,77,HIGH
2026-05-18,1,0,1,1,0.8903098155844976,-1.1058696103366916,0.8178823868928982,1,0.8334922149597283,0.9784777373215687,0.9700896568666146,1,1,0.9657506922156034,0.8910139516656207,0.8227853876889256,9.01,13,18,8.02,29,49,131.03,10.84,8.27,58.565,1.3846143195274465,88.0,9.019052415421216,6.0,266,67,HIGH
2026-05-19,1,1,1,1,0.9400698697160922,-1.380790582452712,1.192771181496213,1,1.3859257466496728,1.5088179743522292,1.03045615698277,1,1,1.0321584508877575,1.2935589544821036,1.0451721670409504,9.18,11,21,9.72,35,50,132.6,12.81,9.0,78.03,1.9090891735552968,95.0,10.693713106794132,6.428571428571429,273,93,HIGH
2026-05-20,1,0,1,1,1.0161734819173545,-0.9684091242786816,1.192771181496213,1,1.0154703195164159,1.155257816331789,1.2719221574473907,1,1,1.099835147623711,0.7827150422784452,0.9324555802460888,9.44,14,21,8.58,31,54,134.2,10.31,8.63,61.36,1.499998928572194,95.0,8.321897786593127,6.285714285714286,279,70,HIGH
2026-05-21,1,1,1,1,0.8932368775922385,-0.9684091242786816,0.8178823868928982,1,0.9862238384269484,1.0668677768266788,0.7889901565181489,1,1,0.9856307218817897,1.375293980434689,1.1182856287457257,9.02,14,18,8.49,30,46,131.5,13.21,9.24,76.67,1.285713367347595,86.0,11.167468833589583,6.285714285714286,286,80,HIGH
2026-05-22,1,1,1,1,1.0395899779792812,-1.380790582452712,1.3177341130306512,1,1.2396933412023343,1.0668677768266788,0.8493566566343042,1,1,1.045693790234948,0.9727489776182061,0.9476875514345833,9.52,11,22,9.27,30,47,132.92,11.24,8.68,80.92,1.9999981818198347,87.0,9.237343093577985,6.428571428571429,293,100,HIGH
2026-05-23,1,0,1,1,1.1537453962811748,-1.380790582452712,0.9428453184273364,1,0.9927230564468299,0.8016976583113485,0.9097231567504593,1,1,1.0063567102571758,1.3139927109702498,1.2401413982536844,9.91,11,19,8.51,27,48,131.99,12.91,9.64,64.415,1.727271157026221,85.0,10.841450214859739,6.428571428571429,299,70,HIGH
2026-05-24,1,0,1,1,1.0630064740412082,-0.9684091242786816,1.3177341130306512,1,1.3209335664508557,1.5088179743522292,1.1511891572150803,1,1,1.3536227603835367,1.2547348171546253,0.8471565415905173,9.6,14,22,9.52,35,52,140.2,12.62,8.35,62.4,1.5714274489803937,97.0,9.89183180029536,6.428571428571429,305,85,HIGH
2026-05-25,1,1,1,1,1.0864229701031352,-1.1058696103366916,0.9428453184273364,1,1.1129585898146417,1.0668677768266788,1.332288657563546,1,1,1.456829722905866,1.2445179389105523,1.3406724080977503,9.68,13,19,8.88,30,55,142.64,12.57,9.97,82.28,1.4615373372789713,95.0,9.66402631936447,6.571428571428571,312,93,HIGH
2026-05-26,1,1,1,1,1.0161734819173545,-1.1058696103366916,1.192771181496213,1,1.1194578078345232,1.3320378953420091,0.7889901565181489,1,1,0.9670196302794025,0.9441417185348011,0.7740430798857421,9.44,13,21,8.9,33,46,131.06,11.1,8.11,80.24,1.615383372782021,89.0,9.253083590106401,6.571428571428571,319,90,HIGH
2026-05-27,1,0,1,1,0.9956840478631683,-0.8309486382206714,1.3177341130306512,1,1.077212890705292,0.7133076188062385,1.2719221574473907,1,1,0.9534842909322121,1.246561314559367,1.334579619622352,9.37,15,22,8.77,26,54,130.74,12.58,9.95,60.904999999999994,1.4666656888895409,90.0,10.646580006213608,6.571428571428571,325,75,HIGH
2026-05-28,1,0,1,1,1.0191005439250953,-1.2433300963947018,0.8178823868928982,1,1.1194578078345232,1.243647855836899,1.2115556573312356,1,1,1.3959206958435078,1.2526914415058108,0.9355019744837877,9.45,12,18,8.9,32,53,141.2,12.61,8.64,61.425,1.4999987500010417,95.0,9.806360540760515,6.428571428571429,331,70,HIGH
2026-05-29,1,1,1,1,1.174234830335361,-0.8309486382206714,1.3177341130306512,1,1.2234452961526305,1.243647855836899,1.1511891572150803,1,1,0.7821776523193291,1.246561314559367,0.7649038971726454,9.98,15,22,9.22,32,52,126.69,12.58,8.08,84.83,1.4666656888895409,94.0,11.02444912589176,6.428571428571429,338,95,HIGH
2026-05-30,1,1,1,1,0.9956840478631683,-1.1058696103366916,0.8178823868928982,1,1.0414671915959428,1.4204279348471192,0.7286236564019937,1,1,0.9501004560954139,1.0544840035707914,0.9476875514345833,9.37,13,18,8.66,34,45,130.66,11.64,8.68,79.645,1.3846143195274465,89.0,9.77986810789211,6.571428571428571,345,85,HIGH
2026-05-31,1,1,1,1,0.9693404897935006,-1.380790582452712,1.3177341130306512,1,1.2591909952619798,0.8016976583113485,1.03045615698277,1,1,1.3227452674977584,1.2567781928034403,1.291930100294567,9.28,11,22,9.33,27,50,139.47,12.63,9.81,78.88,1.9999981818198347,87.0,9.957425894242675,6.714285714285714,352,95,HIGH
2026-06-01,1,1,1,1,0.9781216758167236,-0.8309486382206714,1.192771181496213,1,1.246192559222216,0.7133076188062385,0.9700896568666146,1,1,1.2656430546267978,1.2608649441010695,0.8197389934512267,9.31,15,21,9.29,26,49,138.12,12.65,8.26,79.135,1.399999066667289,85.0,10.08209053302857,6.714285714285714,359,83,HIGH
2026-06-02,1,1,1,1,1.1244747762037663,-1.380790582452712,1.192771181496213,1,1.1584531159538132,1.5088179743522292,1.2115556573312356,1,1,1.2774864765555898,1.3977711125716499,1.191399090450501,9.81,11,21,9.02,35,53,138.4,13.32,9.48,83.385,1.9090891735552968,98.0,10.649183670516175,6.714285714285714,366,88,HIGH
2026-06-03,1,0,1,1,0.9927569858554276,-1.2433300963947018,0.9428453184273364,1,0.9277308762480132,1.243647855836899,0.9097231567504593,1,1,0.8633896884024741,0.8951007029632498,1.3193476484338575,9.36,12,19,8.31,32,48,128.61,10.86,9.9,60.839999999999996,1.5833320138899885,90.0,9.22292915304211,6.714285714285714,372,88,HIGH
2026-06-04,1,1,1,1,1.1332559622269889,-1.1058696103366916,1.3177341130306512,1,0.9114828311983088,1.3320378953420091,0.7286236564019937,1,1,0.7961359710211195,1.3487300970000986,1.249280580966781,9.84,13,22,8.26,33,45,127.02,13.08,9.67,83.64,1.6923063905335458,88.0,11.47972516414559,6.857142857142857,379,95,HIGH
2026-06-05,1,1,1,1,0.9312886836928698,-1.380790582452712,1.192771181496213,1,1.0642144546655288,0.8016976583113485,1.1511891572150803,1,1,0.8638126677570734,1.2853854518868448,1.1213320229834245,9.15,11,21,8.73,27,52,128.62,12.77,9.25,77.775,1.9090891735552968,89.0,11.022873455082134,6.857142857142857,386,82,HIGH
2026-06-06,1,0,1,1,1.17130776832762,-1.2433300963947018,1.0678082499617747,1,1.4541675358584305,0.8900876978164587,1.2115556573312356,1,1,1.2271519333582244,1.334426467458396,1.2188166385897916,9.97,12,20,9.93,28,53,137.21,13.01,9.57,64.805,1.6666652777789353,91.0,10.475039414248034,6.714285714285714,392,100,HIGH
