date,IOCL_Panipat_demand_kmt,IOCL_Koyali_demand_kmt,RIL_Jamnagar_demand_kmt,Nayara_Vadinar_demand_kmt,BPCL_Kochi_demand_kmt,MRPL_Mangaluru_demand_kmt,CPCL_Chennai_demand_kmt,total_demand_kmt
2024-06-17,44.6,41.0,188.6,61.6,46.6,46.0,30.2,458.6
2024-06-18,44.2,39.7,181.1,62.1,45.8,44.0,30.1,447.00000000000006
2024-06-19,45.2,40.2,181.6,60.4,46.5,46.1,29.4,449.4
2024-06-20,45.4,39.5,181.2,61.2,44.0,46.3,30.6,448.20000000000005
2024-06-21,43.0,41.9,180.4,62.4,45.7,44.8,29.6,447.8
2024-06-22,48.0,40.6,178.7,60.3,45.5,43.9,29.9,446.8999999999999
2024-06-23,44.9,41.1,178.1,58.7,44.0,44.8,29.9,441.5
2024-06-24,46.4,40.2,182.4,59.8,47.1,46.3,29.9,452.1
2024-06-25,45.2,40.5,180.2,60.0,46.6,43.0,30.3,445.8
2024-06-26,46.3,38.7,178.7,60.1,45.0,45.6,29.9,444.3
2024-06-27,47.1,40.5,180.3,60.6,43.7,44.9,30.7,447.79999999999995
2024-06-28,44.6,41.0,185.4,59.7,45.8,45.8,29.4,451.7
2024-06-29,44.7,38.1,173.2,61.8,45.8,45.6,30.1,439.30000000000007
2024-06-30,45.6,40.5,177.6,60.2,44.9,45.9,29.9,444.5999999999999
2024-07-01,45.9,39.6,182.1,59.3,45.1,44.6,28.5,445.1000000000001
2024-07-02,45.1,41.0,184.7,60.9,44.2,44.5,29.5,449.8999999999999
2024-07-03,44.8,41.2,173.6,59.8,45.4,45.2,30.4,440.4
2024-07-04,43.6,40.9,177.1,58.7,45.1,46.5,29.3,441.20000000000005
2024-07-05,44.9,40.4,175.8,60.3,46.1,44.7,30.0,442.20000000000005
2024-07-06,43.9,39.9,177.8,59.5,45.5,44.5,30.5,441.6
2024-07-07,44.8,41.1,179.0,60.5,44.7,44.7,30.1,444.9
2024-07-08,45.8,39.0,179.9,59.9,44.8,43.3,30.7,443.4
2024-07-09,45.0,39.3,176.6,58.6,44.7,43.9,30.3,438.4
2024-07-10,44.9,39.4,175.3,59.7,44.9,44.7,30.7,439.59999999999997
2024-07-11,43.2,39.3,173.7,58.8,44.4,43.6,29.4,432.4
2024-07-12,45.0,40.5,175.5,59.5,45.3,44.4,29.6,439.8
2024-07-13,44.0,39.3,176.0,57.6,44.9,43.9,29.3,435.0
2024-07-14,42.8,38.7,179.9,60.0,44.5,44.2,29.8,439.9
2024-07-15,45.6,39.7,173.8,58.4,44.3,44.3,28.8,434.90000000000003
2024-07-16,44.2,40.3,170.6,58.0,44.0,44.7,30.0,431.8
2024-07-17,44.4,40.0,176.3,60.5,43.3,46.5,29.8,440.80000000000007
2024-07-18,44.8,39.4,177.2,60.7,44.4,44.4,30.2,441.0999999999999
2024-07-19,45.4,39.7,179.7,58.5,44.7,45.2,31.0,444.19999999999993
2024-07-20,43.6,37.4,172.9,61.2,43.1,44.5,30.3,433.00000000000006
2024-07-21,45.5,39.1,179.8,60.6,43.5,42.4,29.7,440.59999999999997
2024-07-22,44.1,39.0,176.2,59.9,43.4,45.4,29.1,437.0999999999999
2024-07-23,43.4,39.0,176.7,59.2,43.8,42.8,30.2,435.1
2024-07-24,44.2,40.2,175.0,56.8,43.9,44.1,30.6,434.8
2024-07-25,43.5,40.4,177.3,60.7,44.9,42.8,29.2,438.8
2024-07-26,44.0,39.3,174.0,59.1,43.6,44.3,28.9,433.20000000000005
2024-07-27,45.3,37.9,174.7,59.2,43.3,45.0,29.3,434.7
2024-07-28,42.3,40.1,174.8,57.8,42.3,43.7,29.1,430.1000000000001
2024-07-29,44.0,38.6,177.1,60.8,44.0,44.9,29.9,439.29999999999995
2024-07-30,43.9,40.2,182.2,58.0,44.7,44.0,30.3,443.29999999999995
2024-07-31,43.6,37.9,175.0,57.7,44.5,44.3,29.8,432.8
2024-08-01,43.4,38.8,172.8,59.3,44.6,44.7,29.6,433.20000000000005
2024-08-02,44.4,39.4,176.0,59.6,43.9,42.7,29.6,435.6
2024-08-03,43.2,38.6,171.0,57.5,43.9,44.4,29.4,427.99999999999994
2024-08-04,41.2,37.7,177.3,59.6,43.8,43.5,28.6,431.7000000000001
2024-08-05,42.4,39.6,178.4,58.7,41.9,42.9,27.7,431.5999999999999
2024-08-06,43.4,38.1,173.1,60.6,43.4,44.2,29.3,432.09999999999997
2024-08-07,44.4,38.1,177.4,58.4,44.9,44.4,29.0,436.5999999999999
2024-08-08,44.1,37.7,177.6,59.1,45.8,43.4,29.8,437.5
2024-08-09,41.7,40.8,173.5,58.5,44.1,43.9,27.7,430.2
2024-08-10,44.0,38.5,175.4,60.2,41.9,46.3,30.0,436.29999999999995
2024-08-11,43.6,37.2,175.6,58.1,43.4,43.7,28.9,430.49999999999994
2024-08-12,43.0,37.7,180.8,58.7,44.4,43.1,27.7,435.4
2024-08-13,43.0,38.1,169.4,58.5,45.8,43.4,29.8,428.0
2024-08-14,43.9,38.3,174.5,58.8,43.9,44.0,29.0,432.4
2024-08-15,43.7,38.0,172.0,58.4,43.1,43.3,28.7,427.2
2024-08-16,42.5,38.9,174.1,59.7,41.5,42.8,28.7,428.2
2024-08-17,42.4,37.3,174.7,59.8,42.8,44.6,28.6,430.20000000000005
2024-08-18,43.4,37.5,168.4,58.2,44.0,43.7,29.8,425.0
2024-08-19,44.9,39.4,171.7,59.0,44.7,42.8,28.4,430.9
2024-08-20,44.2,39.5,179.4,56.3,42.2,44.1,29.0,434.70000000000005
2024-08-21,43.8,38.6,175.9,57.8,44.6,42.6,29.4,432.70000000000005
2024-08-22,42.3,39.1,170.0,55.5,42.0,44.1,28.3,421.3
2024-08-23,42.5,38.4,177.7,59.4,42.0,44.0,28.2,432.2
2024-08-24,43.8,37.2,176.3,57.0,44.1,43.3,28.4,430.1
2024-08-25,43.9,39.9,175.0,59.6,42.8,44.3,27.3,432.80000000000007
2024-08-26,42.4,37.5,181.6,58.2,43.3,45.5,29.1,437.6
2024-08-27,43.0,38.2,170.8,58.9,44.8,42.8,28.6,427.1
2024-08-28,42.4,38.5,170.6,58.2,43.8,42.3,28.0,423.8
2024-08-29,42.6,39.5,173.3,57.5,44.0,41.1,29.3,427.3
2024-08-30,43.9,39.0,178.5,58.2,43.9,44.2,28.8,436.49999999999994
2024-08-31,42.8,37.9,173.8,56.8,42.9,42.6,29.8,426.6
2024-09-01,42.2,38.6,174.8,54.7,41.5,43.3,28.4,423.5
2024-09-02,41.7,37.5,172.4,57.0,43.3,42.7,28.3,422.90000000000003
2024-09-03,42.9,38.0,176.2,57.8,43.9,42.3,28.4,429.5
2024-09-04,42.7,38.6,170.1,58.6,42.2,43.5,28.7,424.4
2024-09-05,44.2,37.7,172.2,58.6,43.4,43.9,30.0,429.99999999999994
2024-09-06,42.2,37.1,167.1,58.3,44.2,42.3,29.2,420.4
2024-09-07,42.1,37.3,168.8,56.6,42.6,42.3,28.2,417.90000000000003
2024-09-08,43.4,38.6,175.7,60.3,40.9,44.7,28.2,431.79999999999995
2024-09-09,43.1,38.5,170.6,56.6,41.9,43.3,28.1,422.1
2024-09-10,42.9,37.4,174.5,58.2,42.0,42.2,28.5,425.7
2024-09-11,43.0,39.3,168.4,55.8,41.8,41.4,27.6,417.3
2024-09-12,42.5,38.7,171.5,57.0,41.2,42.3,28.4,421.59999999999997
2024-09-13,42.9,36.7,173.5,57.7,43.7,43.9,28.9,427.29999999999995
2024-09-14,43.5,38.3,177.0,56.5,43.7,41.5,28.2,428.7
2024-09-15,41.9,36.7,166.7,56.3,41.4,43.0,28.8,414.79999999999995
2024-09-16,43.6,38.1,172.1,56.8,43.8,42.4,28.9,425.7
2024-09-17,43.7,37.0,172.0,57.6,42.5,43.3,29.1,425.20000000000005
2024-09-18,42.4,38.0,173.3,55.2,43.4,41.4,28.3,422.0
2024-09-19,45.3,38.3,176.9,57.7,42.6,43.0,28.0,431.8
2024-09-20,44.4,39.8,172.0,56.9,43.6,43.5,29.0,429.2
2024-09-21,41.3,39.2,168.6,56.1,43.2,43.0,28.9,420.29999999999995
2024-09-22,43.6,38.8,171.5,56.6,42.1,42.7,28.1,423.40000000000003
2024-09-23,43.4,38.1,173.8,58.2,41.2,41.6,28.9,425.2
2024-09-24,41.8,37.5,168.8,57.2,41.4,43.5,28.7,418.9
2024-09-25,43.2,37.8,170.2,55.8,43.5,41.4,28.2,420.09999999999997
2024-09-26,42.4,40.2,177.6,57.3,41.5,43.8,27.8,430.6
2024-09-27,43.5,37.0,173.2,56.8,42.5,42.8,29.3,425.1
2024-09-28,41.9,38.3,169.7,56.3,42.7,42.0,28.7,419.59999999999997
2024-09-29,41.9,37.2,175.2,57.0,43.6,44.2,28.4,427.49999999999994
2024-09-30,44.4,38.7,169.2,55.6,42.5,41.3,28.1,419.8
2024-10-01,42.8,37.8,169.1,55.6,42.0,41.8,28.8,417.90000000000003
2024-10-02,43.4,37.5,169.3,56.9,42.0,43.3,27.5,419.90000000000003
2024-10-03,43.6,38.6,175.9,56.8,43.4,42.4,28.5,429.2
2024-10-04,42.6,38.7,171.7,56.0,42.3,42.7,28.5,422.5
2024-10-05,42.4,37.2,170.2,58.1,42.3,43.3,28.4,421.9
2024-10-06,43.2,38.9,172.6,58.1,43.5,43.2,28.9,428.4
2024-10-07,44.3,38.4,172.0,56.7,44.7,42.4,29.5,427.99999999999994
2024-10-08,42.9,36.6,170.7,55.7,42.4,42.6,27.9,418.79999999999995
2024-10-09,43.1,38.0,174.4,56.8,42.3,43.4,27.5,425.5
2024-10-10,42.6,38.9,168.9,56.8,42.5,41.8,27.8,419.3
2024-10-11,43.1,37.8,172.5,56.8,43.1,43.9,29.1,426.3
2024-10-12,42.4,36.8,167.8,57.3,41.6,42.2,28.0,416.1
2024-10-13,43.1,38.1,167.9,57.8,43.6,42.2,28.8,421.50000000000006
2024-10-14,43.7,38.2,167.8,56.1,41.7,42.7,28.3,418.5
2024-10-15,44.1,35.1,169.5,56.1,44.1,42.4,28.4,419.7
2024-10-16,43.6,39.3,172.4,56.3,42.8,42.2,28.4,425.0
2024-10-17,43.2,36.3,173.4,56.9,43.3,43.2,28.4,424.7
2024-10-18,44.6,37.2,172.9,58.4,44.6,42.3,28.6,428.6000000000001
2024-10-19,42.8,38.7,57.3,59.0,42.2,43.4,27.6,311.0
2024-10-20,42.7,38.4,58.6,58.0,42.8,41.8,28.0,310.3
2024-10-21,41.3,38.2,56.9,56.7,41.9,44.5,28.9,308.4
2024-10-22,43.2,38.8,57.1,57.3,42.4,42.4,29.6,310.8
2024-10-23,43.5,37.7,58.0,55.8,41.9,43.1,28.6,308.6
2024-10-24,43.9,37.0,56.2,57.1,43.5,44.2,28.6,310.50000000000006
2024-10-25,42.9,36.9,57.2,57.6,42.3,43.7,28.1,308.7
2024-10-26,45.0,38.3,57.3,57.3,42.1,43.5,27.7,311.2
2024-10-27,43.8,38.0,57.7,55.4,42.2,40.6,28.7,306.40000000000003
2024-10-28,42.1,37.4,57.7,57.3,41.9,42.8,28.7,307.9
2024-10-29,43.4,39.0,56.1,56.0,43.3,43.6,29.6,311.00000000000006
2024-10-30,43.0,39.1,59.0,57.3,43.7,43.8,28.5,314.4
2024-10-31,44.2,38.3,57.7,57.7,44.0,43.0,29.2,314.09999999999997
2024-11-01,43.1,38.7,57.5,57.9,41.5,40.9,28.8,308.40000000000003
2024-11-02,42.4,38.3,57.5,59.3,43.6,42.8,29.1,313.0
2024-11-03,43.4,37.2,171.6,58.4,43.7,44.2,29.1,427.59999999999997
2024-11-04,42.7,38.0,170.6,58.7,43.7,42.8,28.9,425.4
2024-11-05,41.7,38.7,179.4,57.6,43.1,43.0,28.9,432.40000000000003
2024-11-06,42.5,38.4,168.6,57.4,44.7,41.3,28.9,421.79999999999995
2024-11-07,43.4,38.7,169.5,57.8,41.5,43.8,27.8,422.5
2024-11-08,42.8,36.7,178.7,55.9,42.5,44.4,29.0,429.99999999999994
2024-11-09,44.4,38.7,175.8,57.5,43.5,42.3,28.0,430.2
2024-11-10,42.2,39.2,169.9,59.1,42.4,42.1,29.6,424.50000000000006
2024-11-11,42.7,39.0,171.0,56.8,42.8,43.7,28.9,424.9
2024-11-12,42.5,39.2,166.6,57.7,44.4,44.6,29.2,424.2
2024-11-13,43.5,37.2,173.3,57.6,42.8,43.7,30.0,428.1
2024-11-14,44.6,38.0,174.3,56.5,43.3,44.7,27.7,429.09999999999997
2024-11-15,43.4,37.4,170.7,58.9,42.6,43.3,28.9,425.2
2024-11-16,43.3,37.6,170.3,58.2,42.1,40.8,28.3,420.6000000000001
2024-11-17,44.6,38.6,174.6,57.6,44.8,41.7,28.5,430.40000000000003
2024-11-18,45.5,39.4,168.3,58.0,16.2,43.8,29.3,400.50000000000006
2024-11-19,43.9,39.0,172.2,58.6,16.3,44.1,30.6,404.70000000000005
2024-11-20,41.9,39.2,169.6,60.3,16.0,42.8,28.2,398.0
2024-11-21,42.5,40.1,168.2,60.5,15.8,43.4,29.1,399.59999999999997
2024-11-22,44.1,37.9,171.0,58.1,15.7,42.0,29.3,398.1
2024-11-23,44.0,37.7,165.6,57.0,16.4,44.5,28.6,393.8
2024-11-24,41.8,37.5,173.6,57.8,15.7,43.9,29.6,399.9
2024-11-25,44.2,38.0,172.4,57.8,15.6,43.9,29.2,401.1
2024-11-26,44.3,38.5,181.8,58.4,16.4,44.0,29.4,412.79999999999995
2024-11-27,42.6,39.7,173.9,58.9,16.3,43.7,29.8,404.90000000000003
2024-11-28,45.3,38.0,175.0,59.5,16.4,43.6,28.8,406.6
2024-11-29,44.0,38.6,177.8,57.9,15.6,44.2,28.6,406.7
2024-11-30,44.4,39.5,172.4,58.2,15.9,42.6,29.0,402.0
2024-12-01,43.4,39.9,171.9,59.3,16.2,44.3,29.0,404.0
2024-12-02,45.5,39.4,179.2,58.7,15.9,42.8,29.1,410.6
2024-12-03,46.1,38.4,177.6,58.2,15.7,44.2,29.9,410.09999999999997
2024-12-04,44.2,41.1,171.4,55.7,16.5,43.9,29.7,402.5
2024-12-05,45.4,38.5,176.6,59.0,16.2,44.3,28.9,408.9
2024-12-06,43.1,38.8,179.8,60.4,16.3,44.7,28.7,411.8
2024-12-07,44.2,39.8,174.2,59.6,16.1,43.4,28.9,406.2
2024-12-08,43.4,39.9,175.6,59.4,17.1,43.4,29.9,408.69999999999993
2024-12-09,44.1,39.7,174.9,58.8,15.6,43.9,30.2,407.20000000000005
2024-12-10,43.4,40.2,181.3,59.3,46.2,44.5,29.7,444.59999999999997
2024-12-11,44.0,40.5,176.6,60.7,42.5,45.2,29.7,439.2
2024-12-12,44.9,39.8,168.2,61.3,44.5,44.7,30.3,433.7
2024-12-13,42.9,38.5,177.5,59.8,43.1,44.5,29.7,436.0
2024-12-14,43.3,40.2,180.8,57.1,45.4,46.7,29.7,443.2
2024-12-15,44.1,39.1,177.5,59.1,44.9,44.5,30.0,439.2
2024-12-16,45.0,40.0,182.5,60.2,44.1,44.6,29.8,446.20000000000005
2024-12-17,46.1,41.2,179.5,61.1,45.3,44.0,30.3,447.50000000000006
2024-12-18,44.2,38.7,177.7,59.1,44.0,44.4,30.1,438.20000000000005
2024-12-19,44.5,40.0,177.7,58.6,45.0,44.3,30.4,440.5
2024-12-20,44.2,40.5,175.8,58.3,44.0,43.4,28.9,435.09999999999997
2024-12-21,44.1,38.5,173.6,59.6,45.8,43.2,29.7,434.5
2024-12-22,44.8,40.0,182.1,58.6,44.8,44.6,30.6,445.50000000000006
2024-12-23,44.3,39.3,184.8,61.6,44.1,43.8,29.4,447.3
2024-12-24,45.5,40.8,180.2,58.5,45.3,45.6,29.7,445.6
2024-12-25,44.6,39.9,179.7,58.4,45.3,44.4,29.8,442.09999999999997
2024-12-26,45.4,39.2,180.9,59.3,45.0,44.4,29.5,443.7
2024-12-27,45.9,40.6,179.8,61.0,44.6,44.0,29.2,445.1
2024-12-28,45.6,38.2,183.1,59.6,44.2,46.2,29.3,446.2
2024-12-29,44.3,38.2,180.6,59.0,46.0,44.6,29.5,442.20000000000005
2024-12-30,45.4,40.1,181.7,60.0,45.4,45.3,29.5,447.4
2024-12-31,45.7,40.5,188.9,59.5,43.4,46.6,29.1,453.70000000000005
2025-01-01,44.9,41.0,176.1,60.8,45.8,44.8,30.3,443.70000000000005
2025-01-02,46.4,40.0,177.2,58.9,44.6,44.4,30.1,441.6
2025-01-03,45.0,39.5,176.3,59.8,47.2,44.8,30.1,442.70000000000005
2025-01-04,44.7,40.3,184.3,61.0,45.0,45.5,30.2,451.0
2025-01-05,44.6,40.2,186.1,58.7,44.6,42.9,28.9,445.99999999999994
2025-01-06,45.5,39.0,182.4,60.6,45.0,45.7,29.8,448.0
2025-01-07,45.9,40.2,96.6,60.4,45.7,45.3,30.6,364.70000000000005
2025-01-08,45.1,39.4,96.5,61.4,45.0,45.8,29.7,362.9
2025-01-09,46.3,40.5,98.6,58.1,45.8,45.4,30.0,364.69999999999993
2025-01-10,47.2,39.9,99.2,60.3,45.7,46.3,30.3,368.90000000000003
2025-01-11,44.7,40.6,94.8,59.8,44.1,46.5,30.7,361.20000000000005
2025-01-12,46.1,41.1,99.6,63.2,46.2,45.9,30.4,372.49999999999994
2025-01-13,46.8,39.9,97.6,61.8,44.8,46.6,31.5,369.0
2025-01-14,45.0,40.6,93.7,60.9,44.1,46.3,30.6,361.20000000000005
2025-01-15,44.5,40.6,94.1,59.7,46.4,44.3,30.5,360.09999999999997
2025-01-16,46.2,41.0,94.6,59.9,45.5,45.0,29.6,361.80000000000007
2025-01-17,46.0,42.6,100.2,59.8,44.4,45.1,30.3,368.40000000000003
2025-01-18,45.1,41.0,97.6,60.6,46.7,44.8,30.7,366.5
2025-01-19,46.2,41.5,99.0,59.9,45.4,46.2,30.5,368.7
2025-01-20,46.1,40.6,97.5,62.5,44.6,46.7,30.4,368.4
2025-01-21,45.7,40.0,98.0,58.9,45.3,46.4,30.6,364.9
2025-01-22,46.4,39.3,97.9,61.1,44.7,46.9,31.4,367.69999999999993
2025-01-23,45.6,40.5,94.9,60.1,45.4,45.2,30.9,362.59999999999997
2025-01-24,46.4,41.8,97.8,61.0,45.6,45.4,30.8,368.8
2025-01-25,43.6,41.3,96.1,60.9,45.8,45.0,31.3,364.0
2025-01-26,45.6,41.2,185.5,61.7,44.2,47.1,30.6,455.90000000000003
2025-01-27,46.1,40.2,183.7,60.4,47.4,45.9,31.4,455.0999999999999
2025-01-28,45.0,41.6,187.9,61.9,46.8,46.1,29.6,458.90000000000003
2025-01-29,45.9,42.2,186.6,60.1,45.8,45.5,30.9,457.0
2025-01-30,45.6,40.5,183.5,62.3,46.5,45.8,31.0,455.20000000000005
2025-01-31,46.2,41.7,188.6,61.0,26.1,44.8,30.4,438.8
2025-02-01,45.0,41.3,189.3,60.8,26.3,46.6,30.2,439.50000000000006
2025-02-02,45.0,42.5,185.1,63.1,25.4,46.5,31.3,438.90000000000003
2025-02-03,45.2,41.4,183.6,61.2,26.2,45.5,29.5,432.59999999999997
2025-02-04,45.3,41.2,186.7,62.9,26.4,47.1,29.3,438.9
2025-02-05,45.3,40.8,184.0,61.0,25.2,45.6,31.2,433.1
2025-02-06,46.3,39.0,180.8,64.6,26.6,46.1,30.5,433.9000000000001
2025-02-07,48.1,41.7,189.3,62.0,26.1,48.3,30.8,446.30000000000007
2025-02-08,47.2,40.2,182.8,61.0,25.1,46.5,31.2,434.00000000000006
2025-02-09,44.9,38.9,186.0,59.7,26.0,45.8,31.9,433.2
2025-02-10,47.6,40.4,182.2,63.6,26.2,46.8,31.4,438.2
2025-02-11,47.1,39.8,181.8,61.1,26.4,48.0,30.7,434.90000000000003
2025-02-12,46.4,40.5,186.8,64.4,27.4,45.6,30.7,441.8
2025-02-13,45.5,41.5,190.1,62.9,26.7,46.9,30.6,444.2
2025-02-14,48.1,41.2,181.0,62.7,26.1,45.2,31.4,435.7
2025-02-15,45.7,40.6,188.5,60.4,27.2,47.6,31.0,441.0
2025-02-16,46.3,39.8,191.3,61.5,26.6,47.8,31.4,444.7
2025-02-17,48.2,41.8,193.8,62.0,25.9,46.9,32.2,450.79999999999995
2025-02-18,47.0,40.3,192.8,60.5,26.7,46.9,31.4,445.59999999999997
2025-02-19,47.4,40.2,187.3,62.2,27.3,47.6,31.3,443.3
2025-02-20,46.7,42.4,186.3,64.1,46.9,44.7,32.0,463.09999999999997
2025-02-21,46.6,42.2,185.7,63.2,48.9,47.7,30.9,465.19999999999993
2025-02-22,46.9,41.8,191.9,60.9,47.0,46.2,30.9,465.59999999999997
2025-02-23,48.1,41.8,188.0,63.0,47.4,46.8,30.8,465.9
2025-02-24,46.9,41.7,189.3,61.6,47.5,46.3,32.0,465.3
2025-02-25,47.5,41.7,184.4,60.7,45.1,23.1,31.6,434.1000000000001
2025-02-26,45.7,43.5,186.3,61.5,47.9,23.9,30.7,439.49999999999994
2025-02-27,47.4,39.4,192.0,62.4,47.6,22.9,30.6,442.3
2025-02-28,47.3,42.0,186.4,65.4,44.6,23.9,31.5,441.1
2025-03-01,47.1,40.8,185.2,61.7,46.1,23.5,31.9,436.3
2025-03-02,48.1,42.1,184.5,62.9,47.1,23.7,31.5,439.9
2025-03-03,48.4,43.5,184.1,63.6,48.7,23.6,32.4,444.3
2025-03-04,48.0,42.7,180.6,62.7,47.0,22.9,31.3,435.2
2025-03-05,47.2,42.5,190.2,62.9,47.1,24.5,31.2,445.59999999999997
2025-03-06,47.3,42.5,181.7,62.1,48.0,23.7,31.3,436.6
2025-03-07,47.3,41.5,186.2,64.0,46.6,23.5,31.0,440.1
2025-03-08,48.0,44.1,189.9,63.0,46.7,23.7,30.8,446.2
2025-03-09,46.1,41.7,186.2,62.4,47.0,24.1,32.1,439.6
2025-03-10,45.6,41.4,189.9,61.5,47.2,23.2,31.0,439.79999999999995
2025-03-11,48.2,41.9,193.4,64.3,46.8,24.3,31.9,450.8
2025-03-12,45.7,42.8,189.3,63.7,50.0,23.2,30.7,445.4
2025-03-13,45.2,41.5,189.7,60.6,49.0,23.0,30.6,439.6
2025-03-14,48.5,43.3,189.9,64.5,46.8,22.4,31.5,446.9
2025-03-15,46.6,41.1,193.8,63.6,47.3,22.5,33.0,447.90000000000003
2025-03-16,45.6,41.4,181.4,62.5,46.6,23.7,31.6,432.8
2025-03-17,48.2,42.2,183.9,62.8,46.5,23.3,31.2,438.1
2025-03-18,47.1,43.0,195.8,64.0,46.2,23.4,31.5,450.99999999999994
2025-03-19,46.9,42.1,189.3,64.1,46.9,23.6,32.0,444.9
2025-03-20,47.0,42.4,187.8,63.6,47.8,22.7,31.8,443.1000000000001
2025-03-21,47.2,39.9,186.8,62.8,46.4,24.1,31.7,438.9
2025-03-22,47.5,41.5,191.9,64.0,47.9,23.3,31.2,447.29999999999995
2025-03-23,46.7,42.6,190.7,65.0,46.4,24.5,32.2,448.09999999999997
2025-03-24,47.4,42.0,190.9,63.8,48.2,22.9,30.9,446.09999999999997
2025-03-25,47.2,41.0,193.0,63.3,45.7,46.9,31.6,468.7
2025-03-26,45.0,42.4,188.5,63.6,47.4,47.2,30.9,464.99999999999994
2025-03-27,45.9,42.5,186.8,61.7,47.5,47.6,33.2,465.20000000000005
2025-03-28,46.3,40.9,189.8,61.5,47.5,46.4,31.6,464.0
2025-03-29,47.0,42.4,187.6,61.9,46.3,47.1,29.7,462.0
2025-03-30,47.6,42.4,188.5,62.0,47.7,46.3,31.1,465.6
2025-03-31,49.0,43.0,190.6,61.2,47.0,47.2,31.7,469.7
2025-04-01,46.1,41.2,192.7,63.0,47.7,47.6,31.6,469.90000000000003
2025-04-02,47.5,42.6,185.0,62.4,46.9,45.5,31.3,461.2
2025-04-03,47.7,41.1,187.3,61.7,46.1,45.6,32.0,461.50000000000006
2025-04-04,48.2,42.7,193.8,63.8,47.8,46.9,31.3,474.50000000000006
2025-04-05,47.0,39.5,188.1,63.4,47.8,47.3,32.9,466.0
2025-04-06,47.5,41.0,182.8,63.9,45.6,47.4,31.2,459.4
2025-04-07,47.5,43.2,190.6,62.2,47.8,48.1,30.7,470.1
2025-04-08,47.8,41.1,183.8,64.8,46.9,47.9,31.8,464.1
2025-04-09,47.8,41.3,189.7,63.1,47.1,47.3,31.4,467.7
2025-04-10,44.4,43.1,188.0,61.9,47.6,46.7,31.0,462.7
2025-04-11,47.0,43.0,189.4,65.9,48.1,47.7,32.7,473.79999999999995
2025-04-12,47.5,42.4,188.9,65.1,47.2,45.3,31.4,467.79999999999995
2025-04-13,45.7,41.7,192.3,62.6,46.9,48.0,31.5,468.70000000000005
2025-04-14,48.6,40.5,185.1,62.4,46.9,48.5,31.3,463.29999999999995
2025-04-15,46.8,42.4,189.1,62.0,46.0,48.8,30.4,465.49999999999994
2025-04-16,48.2,43.1,188.8,62.7,47.6,46.2,30.8,467.40000000000003
2025-04-17,46.1,42.3,187.1,63.2,46.7,48.1,32.1,465.6
2025-04-18,47.0,41.2,187.6,62.6,46.7,47.7,31.4,464.2
2025-04-19,47.2,41.9,190.2,62.7,47.7,47.2,32.0,468.8999999999999
2025-04-20,46.6,42.4,184.3,60.1,47.4,47.2,31.2,459.2
2025-04-21,46.4,42.7,200.1,61.7,46.5,47.2,31.9,476.49999999999994
2025-04-22,47.5,42.5,189.5,62.5,47.7,47.4,31.8,468.9
2025-04-23,47.3,41.3,185.1,63.2,46.9,45.2,30.2,459.19999999999993
2025-04-24,46.8,40.5,193.2,64.7,45.9,47.1,30.6,468.8
2025-04-25,48.0,41.1,196.1,63.7,46.3,47.2,31.4,473.79999999999995
2025-04-26,47.5,42.3,187.3,61.0,47.1,44.2,30.5,459.90000000000003
2025-04-27,46.7,43.2,192.6,62.2,46.3,46.8,30.9,468.7
2025-04-28,45.6,41.6,185.4,65.6,47.1,46.3,30.8,462.4000000000001
2025-04-29,47.9,42.1,195.9,64.6,47.4,45.9,31.0,474.79999999999995
2025-04-30,47.0,42.6,185.6,61.9,47.2,46.1,31.5,461.9
2025-05-01,46.1,40.1,183.9,64.2,47.1,46.9,31.8,460.1
2025-05-02,45.3,42.1,184.3,62.2,47.0,47.6,31.3,459.80000000000007
2025-05-03,48.4,41.3,184.1,64.5,47.3,47.1,31.6,464.3
2025-05-04,47.1,41.4,183.7,61.7,48.9,46.9,30.9,460.5999999999999
2025-05-05,46.1,42.7,182.9,61.2,47.4,47.1,30.0,457.40000000000003
2025-05-06,46.6,41.6,187.3,65.4,47.1,45.8,32.1,465.90000000000003
2025-05-07,45.1,41.7,184.9,62.2,46.9,46.9,31.9,459.59999999999997
2025-05-08,47.7,42.5,189.6,62.6,47.2,47.2,30.1,466.90000000000003
2025-05-09,47.0,41.9,183.1,61.4,47.9,47.7,31.7,460.69999999999993
2025-05-10,47.5,40.3,185.9,62.1,46.6,47.2,31.7,461.3
2025-05-11,45.1,40.3,186.8,62.1,46.5,46.0,30.8,457.6000000000001
2025-05-12,47.0,41.5,184.8,61.3,46.3,46.1,31.3,458.30000000000007
2025-05-13,46.3,41.9,186.6,61.2,47.5,45.6,30.8,459.9
2025-05-14,47.2,41.8,181.0,61.1,48.4,48.3,31.1,458.90000000000003
2025-05-15,46.7,42.0,187.3,63.2,46.4,46.3,30.0,461.9
2025-05-16,46.3,40.6,187.1,62.2,46.7,44.9,31.8,459.59999999999997
2025-05-17,45.8,41.0,187.2,61.2,45.5,47.2,30.4,458.29999999999995
2025-05-18,46.1,42.7,194.1,63.3,46.6,46.7,32.1,471.6
2025-05-19,45.3,41.4,181.6,63.9,44.8,44.7,31.4,453.0999999999999
2025-05-20,46.3,40.5,187.4,63.6,46.7,44.6,30.1,459.20000000000005
2025-05-21,48.3,41.4,189.4,60.7,45.7,46.5,30.4,462.4
