date,Iraq_avail_kmt,Saudi_Arabia_avail_kmt,Russia_avail_kmt,UAE_avail_kmt,USA_avail_kmt,Nigeria_avail_kmt,Spot_Market_avail_kmt,total_avail_kmt
2024-06-22,133.3,106.2,164.1,54.3,38.0,33.1,80.0,609.0
2024-06-23,141.2,96.1,153.5,48.5,38.4,29.8,61.0,568.5
2024-06-24,133.5,111.1,141.1,70.9,43.4,25.4,69.6,595.0
2024-06-25,125.4,95.5,160.1,61.7,48.6,28.8,72.8,592.9
2024-06-26,125.4,110.7,162.9,68.9,42.0,27.7,84.7,622.3000000000001
2024-06-27,124.1,98.4,153.6,58.2,36.1,32.8,92.7,595.9000000000001
2024-06-28,130.4,105.6,167.5,69.4,35.7,30.9,76.5,616.0
2024-06-29,123.4,91.2,183.9,55.1,44.4,33.1,81.3,612.4
2024-06-30,128.1,75.9,155.2,57.1,41.7,29.4,79.6,567.0
2024-07-01,118.1,111.6,124.2,62.7,38.3,32.4,82.0,569.3
2024-07-02,117.5,96.7,135.0,64.3,45.7,32.1,75.5,566.8
2024-07-03,127.7,117.8,127.1,64.8,39.1,31.3,78.8,586.6
2024-07-04,117.0,112.2,108.9,62.5,39.2,29.6,69.2,538.6
2024-07-05,112.0,84.4,166.0,59.5,41.3,32.3,71.3,566.8
2024-07-06,119.0,119.1,168.3,64.2,42.2,21.1,89.8,623.6999999999999
2024-07-07,125.0,89.1,164.1,54.9,39.0,31.2,87.0,590.3
2024-07-08,114.3,113.6,162.8,61.0,40.6,24.1,78.9,595.3
2024-07-09,140.2,106.4,140.3,60.8,37.1,27.8,85.3,597.9
2024-07-10,119.8,100.3,121.0,70.3,42.8,30.3,80.9,565.4000000000001
2024-07-11,108.9,107.4,138.3,60.9,36.5,29.0,86.0,567.0
2024-07-12,152.8,92.2,130.9,55.5,41.6,24.8,71.9,569.7
2024-07-13,116.4,105.4,148.6,63.0,36.5,28.8,73.5,572.2
2024-07-14,142.6,89.8,148.4,69.3,40.3,27.9,75.6,593.9
2024-07-15,128.6,109.6,152.2,57.2,39.3,34.9,85.8,607.5999999999999
2024-07-16,125.9,102.8,170.3,62.5,51.2,28.9,83.3,624.9
2024-07-17,112.1,106.5,139.9,55.2,38.9,33.6,72.0,558.2
2024-07-18,122.3,81.6,149.3,53.8,37.4,33.7,76.5,554.5999999999999
2024-07-19,111.0,87.8,149.0,56.2,31.4,31.2,86.2,552.8
2024-07-20,129.3,95.7,146.5,69.5,35.6,30.9,81.8,589.3
2024-07-21,118.8,93.6,172.3,56.2,38.3,24.3,75.0,578.5
2024-07-22,120.8,81.0,150.8,50.9,37.8,27.5,84.4,553.2
2024-07-23,147.1,99.9,145.3,54.7,46.1,27.3,77.3,597.6999999999999
2024-07-24,108.4,89.7,133.3,53.5,35.2,27.5,75.9,523.5
2024-07-25,105.5,103.6,139.7,62.4,44.2,31.0,66.2,552.5999999999999
2024-07-26,114.9,100.3,131.4,71.6,37.9,21.4,70.0,547.5
2024-07-27,127.4,123.5,154.7,57.7,45.1,33.8,91.6,633.8000000000001
2024-07-28,140.6,102.1,117.4,54.9,38.9,32.3,72.3,558.5
2024-07-29,115.2,86.4,124.7,62.1,44.4,33.4,88.8,555.0
2024-07-30,131.2,112.6,139.9,62.5,35.7,24.7,85.1,591.6999999999999
2024-07-31,112.0,109.9,160.3,69.5,46.8,27.2,65.3,591.0
2024-08-01,120.2,85.1,167.5,59.4,39.3,34.5,77.0,583.0
2024-08-02,98.2,111.0,160.4,71.8,43.7,33.5,91.9,610.5
2024-08-03,103.5,103.9,154.4,60.7,37.9,33.1,68.5,562.0
2024-08-04,131.3,94.6,156.9,55.4,49.9,32.0,78.7,598.8
2024-08-05,133.3,107.1,156.7,55.3,43.9,29.2,88.8,614.3
2024-08-06,132.0,99.7,160.4,54.4,43.5,36.4,73.0,599.4
2024-08-07,125.6,98.2,172.8,62.3,39.0,32.3,70.9,601.1
2024-08-08,87.7,117.8,184.4,50.7,38.5,28.6,75.6,583.3
2024-08-09,111.7,110.0,166.8,67.5,38.2,30.8,83.6,608.6
2024-08-10,102.7,90.0,151.0,70.8,38.7,30.2,72.8,556.1999999999999
2024-08-11,120.4,107.6,144.9,57.9,34.0,26.4,97.5,588.6999999999999
2024-08-12,117.5,104.0,144.1,52.9,39.5,34.6,77.5,570.1
2024-08-13,131.6,122.2,128.8,57.4,42.0,28.4,85.0,595.4
2024-08-14,139.4,87.9,127.0,66.0,38.8,28.0,91.5,578.6
2024-08-15,133.8,102.4,134.1,59.7,40.1,34.8,58.9,563.8000000000001
2024-08-16,124.9,97.0,119.0,63.2,41.2,32.3,84.1,561.6999999999999
2024-08-17,140.2,100.8,156.6,62.4,42.5,30.2,92.1,624.8000000000001
2024-08-18,116.3,107.0,176.8,50.8,38.7,30.0,64.6,584.2
2024-08-19,132.4,96.9,180.4,63.5,32.1,29.5,72.0,606.8000000000001
2024-08-20,112.9,104.9,175.8,68.9,32.8,35.5,83.3,614.0999999999999
2024-08-21,124.4,91.1,144.6,56.0,39.2,29.3,85.3,569.9
2024-08-22,132.7,90.8,159.2,63.6,41.3,30.0,86.0,603.6
2024-08-23,125.3,115.9,147.5,55.8,40.9,31.0,66.9,583.3
2024-08-24,111.5,95.1,107.6,52.4,45.9,34.9,76.7,524.0999999999999
2024-08-25,122.6,103.2,136.1,65.0,36.7,35.9,79.1,578.5999999999999
2024-08-26,132.1,111.8,137.0,63.4,41.9,32.6,83.7,602.5
2024-08-27,131.6,108.7,129.7,54.2,43.4,27.3,74.0,568.9
2024-08-28,151.9,99.8,138.3,50.8,37.5,30.9,85.3,594.5
2024-08-29,128.9,109.9,150.1,52.6,39.5,28.9,62.9,572.8
2024-08-30,125.8,121.2,169.8,61.0,41.5,27.4,71.9,618.5999999999999
2024-08-31,101.2,87.6,159.5,62.2,45.1,38.2,80.2,574.0
2024-09-01,115.8,94.8,138.8,60.0,41.1,29.0,80.7,560.2
2024-09-02,106.3,101.1,152.6,61.1,35.5,24.3,100.2,581.1
2024-09-03,140.3,89.5,145.9,64.9,43.7,27.1,84.7,596.1
2024-09-04,118.2,99.7,147.9,63.7,40.6,29.0,64.2,563.3000000000001
2024-09-05,105.3,101.3,134.9,58.8,42.0,33.4,73.7,549.4
2024-09-06,121.7,115.8,154.4,58.6,43.6,31.6,80.5,606.2
2024-09-07,120.8,93.7,138.0,52.1,47.9,34.6,76.2,563.3000000000001
2024-09-08,128.3,101.9,179.8,66.9,36.4,31.6,79.0,623.9
2024-09-09,125.8,110.1,126.6,59.3,43.8,31.4,70.6,567.6
2024-09-10,127.6,91.7,144.9,69.9,39.3,28.2,83.1,584.7
2024-09-11,119.8,99.2,177.7,58.8,41.6,32.3,87.3,616.6999999999999
2024-09-12,124.3,117.4,143.0,59.8,41.6,27.9,85.5,599.5
2024-09-13,99.4,77.2,134.5,55.0,35.7,27.8,86.4,516.0
2024-09-14,101.2,103.3,175.3,63.1,36.9,29.3,86.7,595.8000000000001
2024-09-15,117.1,93.4,134.9,67.5,45.0,25.4,76.1,559.4
2024-09-16,116.7,105.0,160.8,63.1,39.5,29.1,81.9,596.1
2024-09-17,102.9,88.1,145.3,70.6,39.4,24.9,94.3,565.4999999999999
2024-09-18,134.3,100.0,142.0,60.8,36.1,31.8,79.1,584.1
2024-09-19,121.4,99.3,163.1,55.4,30.2,33.2,82.8,585.3999999999999
2024-09-20,115.2,101.6,130.4,59.0,38.2,26.7,81.9,553.0
2024-09-21,124.1,104.9,148.3,67.6,47.0,31.6,97.1,620.6
2024-09-22,129.7,108.3,166.2,60.7,41.5,29.9,92.2,628.5
2024-09-23,99.9,105.1,161.3,64.0,38.7,30.6,70.6,570.2
2024-09-24,129.8,103.9,139.3,58.8,45.4,27.8,67.7,572.7
2024-09-25,122.9,113.4,137.8,60.9,43.7,30.2,92.4,601.3
2024-09-26,128.4,94.0,161.3,62.6,36.8,31.1,78.7,592.9000000000001
2024-09-27,128.6,110.6,143.0,58.9,44.0,28.6,86.1,599.8
2024-09-28,107.3,102.2,157.2,57.0,44.1,32.8,80.8,581.4
2024-09-29,135.1,105.9,161.6,62.8,31.8,30.8,68.3,596.3
2024-09-30,131.7,94.0,124.7,67.2,43.5,31.1,65.6,557.8
2024-10-01,137.5,87.4,165.0,50.7,41.2,27.3,96.5,605.5999999999999
2024-10-02,108.7,94.5,147.5,52.9,45.2,28.0,71.8,548.5999999999999
2024-10-03,127.2,106.0,158.1,55.1,40.9,28.8,72.6,588.6999999999999
2024-10-04,110.8,95.8,147.9,60.7,32.7,32.3,78.3,558.5
2024-10-05,107.2,87.0,150.3,67.6,44.7,26.9,75.5,559.2
2024-10-06,136.0,124.9,170.6,49.6,43.8,36.2,81.6,642.7
2024-10-07,112.4,101.9,166.9,50.7,38.5,34.7,66.0,571.1
2024-10-08,126.1,81.5,160.7,57.0,38.9,37.2,80.9,582.3
2024-10-09,118.5,108.9,135.9,71.0,42.7,30.8,90.4,598.2
2024-10-10,131.8,114.4,118.3,67.8,34.9,24.8,82.5,574.5
2024-10-11,115.1,96.2,153.8,60.9,40.3,31.5,89.9,587.7
2024-10-12,125.4,88.3,160.5,51.5,46.9,29.1,79.6,581.3
2024-10-13,130.3,110.7,125.1,69.3,43.6,27.1,77.3,583.4000000000001
2024-10-14,85.8,107.9,124.6,56.2,35.0,31.8,84.1,525.4
2024-10-15,118.2,107.4,129.0,71.3,39.3,31.9,88.0,585.1
2024-10-16,105.2,79.6,137.9,55.4,40.5,28.6,84.8,532.0
2024-10-17,139.3,111.0,138.2,65.6,38.6,31.4,84.1,608.2
2024-10-18,129.8,119.4,148.8,57.7,34.1,31.6,78.2,599.6
2024-10-19,121.4,86.4,165.3,51.8,39.4,36.7,81.8,582.8
2024-10-20,130.7,100.5,165.6,58.0,40.9,31.1,74.5,601.3
2024-10-21,124.7,105.0,145.7,66.0,33.4,27.6,81.4,583.8
2024-10-22,112.6,102.6,136.4,47.9,40.8,28.9,88.5,557.7
2024-10-23,138.8,93.8,137.3,55.3,39.8,25.9,77.7,568.6
2024-10-24,142.2,102.1,142.1,64.1,35.4,28.7,85.4,600.0
2024-10-25,132.5,113.3,135.5,65.7,40.3,25.3,74.0,586.6
2024-10-26,132.9,100.2,145.9,57.9,38.5,27.9,81.3,584.5999999999999
2024-10-27,120.7,92.7,156.1,65.5,41.1,29.5,80.4,586.0
2024-10-28,115.2,98.0,147.5,70.1,38.1,26.9,83.4,579.1999999999999
2024-10-29,131.1,99.7,154.7,67.3,37.3,30.5,82.9,603.5
2024-10-30,112.5,102.2,144.1,62.8,40.0,30.9,80.2,572.6999999999999
2024-10-31,119.7,100.5,136.8,47.3,41.7,31.8,74.7,552.5
2024-11-01,116.5,119.7,154.6,65.0,32.5,30.3,86.1,604.6999999999999
2024-11-02,108.5,113.6,102.4,62.6,39.5,29.3,84.9,540.8000000000001
2024-11-03,127.1,82.8,137.1,62.6,44.5,32.6,72.2,558.9000000000001
2024-11-04,119.3,98.9,146.4,66.3,41.5,30.5,101.5,604.4000000000001
2024-11-05,118.7,93.8,179.0,59.0,37.2,28.5,80.4,596.6
2024-11-06,140.3,98.5,137.5,66.0,37.0,27.4,79.9,586.6
2024-11-07,113.4,105.5,137.4,61.6,38.8,26.7,80.6,564.0
2024-11-08,107.6,96.7,133.9,59.9,42.5,32.5,67.6,540.7
2024-11-09,111.4,102.3,145.3,54.3,42.6,28.8,85.0,569.7
2024-11-10,125.1,95.1,152.0,52.1,40.2,27.9,73.8,566.1999999999999
2024-11-11,135.9,118.9,157.0,60.8,37.9,39.1,84.1,633.7
2024-11-12,121.8,93.4,143.4,59.2,39.9,28.4,77.4,563.5
2024-11-13,107.4,103.2,154.0,59.2,38.5,33.0,66.5,561.8
2024-11-14,99.0,110.2,166.0,61.6,33.8,32.0,62.5,565.1
2024-11-15,115.4,106.1,123.0,66.5,34.8,29.1,78.6,553.5
2024-11-16,137.3,84.9,156.5,66.1,38.7,29.8,86.9,600.2
2024-11-17,124.3,97.3,148.8,56.0,42.7,27.2,71.8,568.0999999999999
2024-11-18,109.5,106.5,140.5,58.3,35.1,28.3,77.9,556.1
2024-11-19,123.3,86.8,143.7,61.3,43.4,35.1,92.8,586.4
2024-11-20,111.9,92.4,174.9,61.4,33.9,28.8,65.3,568.6
2024-11-21,117.1,102.9,135.5,58.9,44.9,27.0,87.8,574.0999999999999
2024-11-22,129.8,105.2,152.3,57.8,35.9,31.6,86.8,599.4
2024-11-23,130.9,84.3,152.5,63.6,42.4,29.2,88.6,591.5
2024-11-24,125.0,88.6,146.1,69.9,35.4,32.1,66.0,563.1
2024-11-25,110.8,100.5,167.5,65.5,36.8,28.7,73.6,583.4
2024-11-26,127.0,89.1,171.9,56.1,33.9,30.4,79.1,587.5
2024-11-27,119.2,118.4,137.5,61.2,35.1,35.7,82.9,590.0
2024-11-28,111.4,108.8,140.2,60.1,39.5,32.2,88.7,580.9
2024-11-29,108.1,109.4,127.4,62.2,32.1,27.2,81.6,548.0
2024-11-30,116.3,97.9,140.7,53.3,38.4,31.5,82.3,560.4
2024-12-01,121.5,93.3,136.0,60.2,48.8,33.5,83.7,577.0
2024-12-02,119.2,76.2,131.9,63.7,42.7,26.9,74.4,535.0
2024-12-03,83.8,102.2,169.3,68.9,41.1,22.4,76.2,563.9000000000001
2024-12-04,115.6,96.5,139.9,61.7,37.9,22.5,88.9,563.0
2024-12-05,142.4,89.1,145.5,59.5,44.5,30.9,76.3,588.1999999999999
2024-12-06,104.7,102.6,166.2,61.8,39.4,31.8,94.3,600.8
2024-12-07,132.6,94.6,154.8,49.7,46.0,30.0,98.3,606.0
2024-12-08,129.6,94.0,133.0,60.5,46.6,28.7,86.1,578.5
2024-12-09,122.5,97.6,144.6,59.5,44.0,32.0,75.5,575.7
2024-12-10,139.2,104.3,156.7,65.8,45.3,26.9,80.9,619.1
2024-12-11,110.5,96.9,140.1,61.9,43.3,33.1,80.6,566.4
2024-12-12,120.0,86.2,118.5,53.5,41.6,34.2,82.1,536.1
2024-12-13,119.3,85.7,125.6,65.3,42.0,33.5,75.4,546.8000000000001
2024-12-14,128.9,111.3,150.0,51.3,45.8,29.0,83.0,599.3
2024-12-15,131.0,102.3,164.6,60.3,41.5,29.2,82.2,611.1
2024-12-16,156.7,116.6,132.9,63.3,35.6,31.8,89.3,626.1999999999999
2024-12-17,118.3,96.1,183.7,58.6,32.4,26.5,68.4,583.9999999999999
2024-12-18,131.1,100.7,155.9,56.1,36.3,31.0,67.7,578.8000000000001
2024-12-19,140.4,97.8,138.6,64.0,43.4,32.6,73.6,590.4
2024-12-20,121.7,90.5,174.1,58.8,31.5,27.6,86.8,591.0
2024-12-21,122.3,84.0,169.6,52.6,37.8,28.9,72.7,567.9
2024-12-22,139.4,115.6,145.6,58.1,40.5,30.0,71.1,600.3000000000001
2024-12-23,107.7,91.2,174.1,65.7,38.4,27.5,84.8,589.4
2024-12-24,132.5,86.1,157.8,57.6,39.7,26.8,75.7,576.2
2024-12-25,112.3,103.6,147.5,61.7,41.2,21.5,85.5,573.3
2024-12-26,120.2,101.9,137.0,60.7,43.6,34.0,69.6,567.0
2024-12-27,119.0,113.5,172.1,66.1,42.8,29.5,82.7,625.7
2024-12-28,139.9,103.3,161.5,68.9,37.2,32.6,72.0,615.4
2024-12-29,109.1,90.2,162.7,54.9,41.7,36.5,77.8,572.9
2024-12-30,96.0,82.9,153.0,68.7,34.5,34.7,76.8,546.5999999999999
2024-12-31,115.7,95.0,136.6,62.7,42.6,29.9,77.3,559.8
2025-01-01,108.0,115.0,163.1,53.2,45.1,29.8,82.9,597.1
2025-01-02,123.5,74.6,150.1,51.7,41.7,27.4,72.3,541.3
2025-01-03,130.5,89.7,151.9,57.0,43.5,33.1,82.2,587.9000000000001
2025-01-04,127.4,91.2,141.0,63.0,42.2,33.0,82.8,580.6
2025-01-05,105.5,96.1,180.3,59.3,37.0,25.2,93.3,596.6999999999999
2025-01-06,103.0,94.1,160.2,53.6,43.9,24.3,91.0,570.0999999999999
2025-01-07,127.4,120.8,150.6,51.2,45.9,31.3,77.3,604.4999999999999
2025-01-08,107.5,97.7,138.4,73.1,35.0,24.9,88.7,565.3000000000001
2025-01-09,102.8,90.5,151.7,62.0,34.0,26.4,83.7,551.1
2025-01-10,139.9,102.2,153.4,72.8,42.7,31.0,65.8,607.8
2025-01-11,117.0,96.3,139.9,55.3,39.9,34.3,84.2,566.9000000000001
2025-01-12,123.9,92.7,140.1,67.6,38.6,30.9,77.4,571.2
2025-01-13,125.0,83.6,144.6,70.5,45.1,32.0,80.3,581.1
2025-01-14,122.5,99.5,161.4,69.1,41.1,30.3,90.9,614.8
2025-01-15,122.0,95.4,174.3,54.3,42.9,28.7,78.2,595.8000000000001
2025-01-16,125.0,101.3,178.8,65.4,40.8,33.7,76.7,621.7
2025-01-17,113.1,123.0,136.6,48.4,44.5,27.7,97.2,590.5
2025-01-18,122.5,89.2,164.9,55.3,49.3,27.0,72.7,580.9000000000001
2025-01-19,112.9,83.4,157.7,63.2,44.6,33.6,63.7,559.1
2025-01-20,130.1,88.1,131.7,64.1,35.0,31.8,82.6,563.4
2025-01-21,121.2,91.2,165.0,57.3,40.6,27.7,81.8,584.8
2025-01-22,120.5,95.4,181.1,64.4,52.0,32.8,76.4,622.5999999999999
2025-01-23,125.2,105.7,174.0,53.4,39.1,24.5,92.9,614.8
2025-01-24,134.2,98.6,148.7,49.4,39.2,32.1,86.4,588.6
2025-01-25,132.2,78.8,139.3,48.8,38.3,27.1,87.2,551.7
2025-01-26,127.2,102.2,158.7,66.7,46.6,33.4,75.1,609.9000000000001
2025-01-27,117.3,99.8,125.9,61.3,41.4,29.8,79.8,555.3
2025-01-28,137.5,98.3,159.9,54.3,41.9,32.0,83.7,607.6000000000001
2025-01-29,110.9,107.3,140.8,48.4,40.1,29.4,76.5,553.4
2025-01-30,112.6,91.8,137.8,62.0,45.5,24.8,73.9,548.4
2025-01-31,140.4,93.4,139.8,67.2,37.0,31.5,73.5,582.8
2025-02-01,109.9,88.1,145.6,65.0,40.8,36.9,75.2,561.5
2025-02-02,126.8,111.0,109.6,61.3,42.1,36.4,82.5,569.7
2025-02-03,124.3,94.6,168.5,56.9,42.8,25.5,89.5,602.0999999999999
2025-02-04,118.8,100.0,150.6,57.9,39.1,30.3,84.6,581.3
2025-02-05,114.7,99.4,146.3,67.0,47.3,30.2,74.6,579.5
2025-02-06,115.5,117.9,162.8,54.2,37.3,34.0,79.9,601.6
2025-02-07,109.1,102.0,165.8,57.8,29.8,28.8,70.3,563.6
2025-02-08,105.3,103.7,169.2,69.2,44.0,29.6,91.4,612.4
2025-02-09,98.3,100.5,165.6,65.0,44.2,26.7,84.5,584.8
2025-02-10,119.6,102.5,144.7,56.4,43.9,28.4,82.3,577.7999999999998
2025-02-11,134.7,103.3,170.9,58.3,50.1,31.6,64.4,613.3
2025-02-12,101.1,106.4,139.7,63.6,33.3,31.3,74.7,550.1
2025-02-13,125.1,116.3,133.2,54.0,44.0,29.6,76.4,578.6
2025-02-14,122.9,96.0,127.4,50.8,45.9,30.1,78.2,551.3000000000001
2025-02-15,132.8,89.3,124.6,56.5,49.1,32.4,88.0,572.7
2025-02-16,130.5,104.5,139.7,62.5,36.0,29.7,75.3,578.1999999999999
2025-02-17,128.1,112.9,134.0,65.6,36.4,33.2,76.6,586.8
2025-02-18,110.9,123.3,145.3,63.8,40.2,30.8,88.3,602.5999999999999
2025-02-19,121.7,82.4,141.6,55.7,46.0,32.7,83.6,563.7
2025-02-20,117.0,88.1,142.6,62.0,42.0,28.3,74.6,554.6
2025-02-21,107.0,95.7,159.2,54.5,35.5,26.1,78.4,556.4
2025-02-22,126.1,93.6,160.8,60.5,41.2,27.9,83.7,593.8
2025-02-23,110.6,104.6,140.9,60.7,44.1,35.3,78.7,574.9000000000001
2025-02-24,131.9,106.2,149.3,62.4,41.5,33.6,88.0,612.9
2025-02-25,126.1,101.2,165.8,56.6,39.9,28.1,78.8,596.5
2025-02-26,104.4,103.4,141.6,58.8,43.0,30.0,70.4,551.6
2025-02-27,134.9,91.6,157.9,58.7,44.5,27.5,90.5,605.5999999999999
2025-02-28,122.5,82.8,163.5,60.1,39.2,35.3,87.6,591.0
2025-03-01,121.3,101.8,194.6,47.0,34.1,29.0,90.5,618.3
2025-03-02,90.1,92.2,66.6,60.5,43.7,29.0,85.9,468.0
2025-03-03,112.1,115.6,63.1,58.7,43.5,25.7,69.8,488.5
2025-03-04,110.4,105.7,51.5,50.8,42.1,34.2,74.3,469.00000000000006
2025-03-05,110.5,102.9,60.9,55.3,35.3,36.0,74.7,475.6
2025-03-06,106.5,93.1,60.7,61.4,39.8,28.4,63.4,453.29999999999995
2025-03-07,104.5,106.8,62.7,68.9,35.2,25.5,71.3,474.9
2025-03-08,135.4,97.1,58.3,62.9,42.2,26.4,75.5,497.79999999999995
2025-03-09,112.4,101.4,56.5,63.4,47.0,31.0,79.4,491.1
2025-03-10,93.4,76.3,61.4,67.4,39.3,35.4,88.1,461.29999999999995
2025-03-11,109.9,102.1,58.9,56.2,37.5,33.0,85.7,483.29999999999995
2025-03-12,110.4,114.4,63.3,59.7,38.8,28.2,78.8,493.6
2025-03-13,115.8,100.3,57.5,65.7,36.3,30.9,77.2,483.7
2025-03-14,118.2,99.7,56.7,39.8,37.3,30.3,83.7,465.70000000000005
2025-03-15,121.5,109.9,63.4,51.2,41.3,34.1,100.1,521.5
2025-03-16,112.5,105.7,60.6,67.5,45.5,33.5,79.5,504.8
2025-03-17,120.6,98.3,63.9,60.9,42.0,29.5,75.2,490.3999999999999
2025-03-18,156.0,107.0,56.2,65.8,44.9,30.7,78.7,539.3
2025-03-19,109.9,95.3,62.7,54.4,45.2,30.2,82.6,480.29999999999995
2025-03-20,100.0,106.9,60.9,55.2,46.3,27.2,84.4,480.9
2025-03-21,131.7,109.4,65.5,55.3,39.0,24.6,84.2,509.70000000000005
2025-03-22,115.2,93.3,60.5,62.8,41.6,27.2,83.9,484.5
2025-03-23,110.1,94.1,58.3,53.7,43.9,29.3,75.4,464.79999999999995
2025-03-24,104.6,102.4,63.0,59.9,45.9,34.9,69.8,480.49999999999994
2025-03-25,134.2,101.5,50.8,63.4,37.7,31.0,77.7,496.29999999999995
2025-03-26,107.4,111.3,65.6,63.7,36.5,27.5,71.1,483.0999999999999
2025-03-27,143.1,87.1,58.9,67.0,42.2,30.0,79.6,507.9
2025-03-28,139.7,75.1,63.6,52.6,40.1,32.2,67.5,470.8
2025-03-29,132.2,106.3,75.6,63.6,36.6,33.1,84.0,531.4000000000001
2025-03-30,115.1,70.5,62.6,67.5,42.2,26.4,81.1,465.4
2025-03-31,154.9,101.0,63.6,56.0,32.6,27.2,85.7,521.0
2025-04-01,104.7,90.9,57.5,61.7,34.0,31.8,70.5,451.1
2025-04-02,120.0,89.1,63.0,69.2,42.9,31.1,67.0,482.3
2025-04-03,106.6,106.1,67.0,63.0,38.6,35.7,86.0,503.0
2025-04-04,123.4,97.0,65.7,65.2,34.6,30.9,83.4,500.20000000000005
2025-04-05,123.5,91.3,55.6,58.7,39.6,29.3,81.6,479.6
2025-04-06,129.7,94.8,54.5,56.9,42.0,28.0,102.5,508.4
2025-04-07,117.5,102.1,51.0,60.6,44.6,32.6,69.7,478.1000000000001
2025-04-08,128.1,81.5,68.3,51.9,42.9,23.8,85.6,482.0999999999999
2025-04-09,116.1,111.2,59.4,51.7,40.4,32.0,85.4,496.19999999999993
2025-04-10,123.4,115.5,59.3,44.2,40.4,30.1,86.0,498.9
2025-04-11,110.4,106.8,56.1,57.9,38.2,28.6,79.2,477.2
2025-04-12,129.6,104.9,65.5,56.9,45.6,28.5,72.3,503.3
2025-04-13,127.8,112.5,69.1,58.9,42.1,27.6,82.3,520.3
2025-04-14,113.9,98.8,60.6,68.2,39.8,30.6,75.7,487.6
2025-04-15,120.5,98.6,60.5,54.1,38.1,28.8,72.1,472.70000000000005
2025-04-16,109.0,120.6,50.6,62.2,34.6,31.4,91.5,499.9
2025-04-17,139.8,104.5,61.9,67.6,42.1,33.0,73.3,522.1999999999999
2025-04-18,147.0,107.4,70.3,54.1,34.4,32.4,91.6,537.1999999999999
2025-04-19,124.6,97.5,58.0,63.2,45.3,28.4,71.7,488.7
2025-04-20,139.9,110.8,63.0,64.6,43.0,29.0,78.0,528.3
2025-04-21,127.4,104.4,55.3,55.6,36.7,30.6,75.8,485.80000000000007
2025-04-22,121.3,110.5,51.8,57.7,40.1,31.5,91.0,503.90000000000003
2025-04-23,108.6,97.7,68.6,44.7,37.8,29.5,85.7,472.59999999999997
2025-04-24,127.3,99.8,54.7,61.4,42.7,28.8,89.8,504.5
2025-04-25,107.4,106.0,51.8,57.2,37.3,30.8,76.6,467.1
2025-04-26,119.7,96.7,55.7,60.5,41.9,26.4,82.2,483.09999999999997
2025-04-27,127.2,124.5,64.1,50.2,35.2,31.7,89.8,522.6999999999999
2025-04-28,112.3,99.5,51.9,69.0,35.4,20.7,77.2,465.99999999999994
2025-04-29,107.1,104.7,53.0,50.0,45.1,37.2,83.3,480.40000000000003
2025-04-30,112.0,109.3,56.0,53.6,39.9,29.2,80.1,480.1
2025-05-01,126.0,84.8,55.8,54.2,39.9,32.5,80.4,473.6
2025-05-02,118.2,90.7,62.9,61.6,34.2,29.8,87.0,484.40000000000003
2025-05-03,129.5,110.3,52.1,52.8,33.3,27.4,91.8,497.20000000000005
2025-05-04,141.7,93.8,53.2,55.6,38.5,32.2,89.3,504.3
2025-05-05,111.1,83.7,53.7,63.6,33.0,32.9,90.6,468.6
2025-05-06,132.3,103.7,72.7,52.7,37.4,28.2,75.5,502.49999999999994
2025-05-07,123.7,112.0,60.0,55.6,39.6,28.4,70.2,489.5
2025-05-08,114.6,107.3,48.8,60.1,38.2,31.5,74.8,475.3
2025-05-09,113.5,91.4,51.7,54.9,36.3,31.5,83.5,462.8
2025-05-10,107.1,102.0,51.8,64.8,36.2,30.9,77.8,470.59999999999997
2025-05-11,119.9,103.7,61.2,60.7,40.9,32.9,79.4,498.69999999999993
2025-05-12,100.7,107.0,56.3,59.4,39.0,26.3,86.9,475.6
2025-05-13,93.6,86.8,66.5,53.4,38.4,28.5,80.5,447.69999999999993
2025-05-14,108.8,104.1,49.8,56.7,42.2,33.0,78.3,472.9
2025-05-15,120.1,105.9,57.6,60.2,37.9,26.1,88.6,496.4
2025-05-16,114.2,90.3,65.7,63.3,34.2,26.1,80.6,474.4
2025-05-17,110.3,100.3,68.7,59.7,36.1,28.1,79.4,482.6
2025-05-18,114.9,90.2,61.0,59.9,38.8,30.3,87.1,482.20000000000005
2025-05-19,129.6,116.4,74.1,62.5,41.3,32.9,72.2,529.0
2025-05-20,107.2,92.0,65.7,68.3,40.8,35.4,78.3,487.7
2025-05-21,120.9,109.4,61.5,58.9,41.2,28.1,80.5,500.5
2025-05-22,120.2,117.9,46.3,51.6,45.1,28.7,88.2,498.00000000000006
2025-05-23,105.0,116.6,63.8,59.8,42.7,28.1,80.0,496.0
2025-05-24,129.7,98.4,58.5,56.6,43.7,32.9,67.2,487.0
2025-05-25,112.9,101.4,58.7,66.7,40.9,29.0,66.4,476.0
2025-05-26,145.4,96.9,62.7,62.9,39.7,29.4,88.2,525.1999999999999
2025-05-27,112.4,93.1,59.2,55.2,38.3,29.0,84.6,471.79999999999995
2025-05-28,118.5,109.1,57.1,59.6,39.0,30.4,73.8,487.5
2025-05-29,145.7,103.8,63.3,64.7,35.9,34.0,70.2,517.6
2025-05-30,132.1,100.2,58.9,51.6,36.7,32.3,85.4,497.20000000000005
2025-05-31,118.4,106.0,62.2,65.6,44.4,30.1,93.9,520.6
2025-06-01,92.1,106.9,49.8,79.1,39.0,28.1,77.9,472.9
